gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,herald,heraldtime,ft,fttime,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,cssharepost15,csat10,oppcsat10,csdat10,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1001900410,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900410?gameHash=d828bdff674a2fa2&tab=overview,WC,2016-W,2/10/2016 21:09,1,4,6.18,10,Red,Support,GorillA,ROX Tigers,Karma,Olaf,Syndra,Nami,36.56666667,0,0,5,5,8,21,,,,,0,0,2.070783333,0,0.027347311,0.793072015,0,11.79683333,1,3,,,0,9.644683333,0,1,10,0,32.4097,0,1,5762,157.5752051,0.085610282,0.084473488,68,1.859617138,0.472222222,14,0.382862352,12,14,,,7474,75.01476755,7150,-0.242703533,18,0,0,0,0.492251595,0.016694491,4,7,-3,1932,2555,-623,2945,3676,-731,1810,1923,-113
1001900410,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900410?gameHash=d828bdff674a2fa2&tab=overview,WC,2016-W,2/10/2016 21:09,1,4,6.18,100,Blue,Team,Team,Counter Logic Gaming,,Rumble,Elise,Kennen,36.56666667,1,21,8,52,21,8,,,,,1,0,2.070783333,0.574293528,0.218778487,0.793072015,0,11.79683333,3,1,,,1,9.644683333,1,10,1,1,32.4097,1,0,91877,2512.588879,,,129,3.527803099,1,57,1.558796718,27,28,0.78125,0.283185841,73224,1355.584321,63485,0.192824144,969,191,141,50,31.72288058,,307,249,58,17156,14003,3153,25403,22670,2733,18051,16713,1338
1001900410,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900410?gameHash=d828bdff674a2fa2&tab=overview,WC,2016-W,2/10/2016 21:09,1,4,6.18,200,Red,Team,Team,ROX Tigers,,Olaf,Syndra,Nami,36.56666667,0,8,21,21,8,21,,,,,0,1,2.070783333,0.218778487,0.574293528,0.793072015,1,11.79683333,1,3,,,0,9.644683333,0,1,10,0,32.4097,0,1,67305,1840.610757,,,144,3.938012762,1,45,1.230628988,23,27,0.577777778,0.226190476,56127,888.0273473,52320,-0.192824144,867,143,136,7,27.62078396,,249,307,-58,14003,17156,-3153,22670,25403,-2733,16713,18051,-1338
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,1,Blue,Top,Duke,SK Telecom T1,Rumble,Vladimir,Gnar,Nidalee,41.6,0,1,3,1,3,15,,,,,0,0,6.958533333,0.024038462,0.024038462,0.432692308,0,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,26603,639.4951923,0.356345858,0.241102846,18,0.432692308,0.12,4,0.096153846,2,2,,,15414,241.9942308,15220,0.096057841,386,17,16,1,9.6875,0.274468085,91,72,19,3298,2927,371,5149,4915,234,4964,4609,355
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,2,Blue,Jungle,Blank,SK Telecom T1,Olaf,Vladimir,Gnar,Nidalee,41.6,0,0,3,2,3,15,,,,,0,0,6.958533333,0,0.120192308,0.432692308,0,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,8435,202.7644231,0.112986404,0.177539769,37,0.889423077,0.246666667,33,0.793269231,8,9,,,12760,178.1961538,12350,-0.149812734,75,110,95,15,4.447115385,0.107446809,55,36,19,3249,3115,134,4818,5964,-1146,3903,3521,382
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,3,Blue,Middle,Faker,SK Telecom T1,Cassiopeia,Vladimir,Gnar,Nidalee,41.6,0,1,5,1,3,15,,,,,0,1,6.958533333,0.024038462,0.168269231,0.432692308,1,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,11341,272.6201923,0.151912129,0.227714843,22,0.528846154,0.146666667,5,0.120192308,5,5,,,14855,228.5567308,13975,-0.141313383,344,18,16,2,8.701923077,0.245744681,82,84,-2,3178,3428,-250,4912,5449,-537,4341,4525,-184
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,4,Blue,ADC,Bang,SK Telecom T1,Sivir,Vladimir,Gnar,Nidalee,41.6,0,0,1,3,3,15,,,,,0,0,6.958533333,0,0.048076923,0.432692308,0,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,21627,519.8798077,0.289692586,0.25990353,19,0.456730769,0.126666667,16,0.384615385,3,3,,,16199,260.8644231,15475,-0.098310292,419,31,31,0,10.81730769,0.343617021,92,82,10,3338,3124,214,4818,4995,-177,3158,3089,69
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,5,Blue,Support,Wolf,SK Telecom T1,Karma,Vladimir,Gnar,Nidalee,41.6,0,1,3,2,3,15,,,,,0,0,6.958533333,0.024038462,0,0.432692308,0,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,6649,159.8317308,0.089063023,0.093739013,54,1.298076923,0.36,22,0.528846154,11,12,,,9261,94.08557692,8800,-0.081743869,27,0,0,0,0.649038462,0.028723404,0,8,-8,1979,1861,118,3163,2953,210,2687,2667,20
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,6,Red,Top,MMD,Flash Wolves,Poppy,Ezreal,Syndra,Trundle,41.6,1,1,0,7,15,4,,,,,0,0,6.958533333,0.024038462,0.024038462,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,10658,256.2019231,0.169069941,0.201156141,23,0.552884615,0.131428571,4,0.096153846,3,3,,,15682,248.4365385,13825,-0.096057841,304,6,3,3,7.451923077,0.230248307,72,91,-19,2927,3298,-371,4915,5149,-234,4609,4964,-355
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,7,Red,Jungle,Karsa,Flash Wolves,Lee Sin,Ezreal,Syndra,Trundle,41.6,1,5,1,5,15,4,,,,,1,0,6.958533333,0.120192308,0,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,8497,204.2548077,0.134789575,0.19609559,45,1.081730769,0.257142857,28,0.673076923,14,15,,,15422,242.1865385,14350,0.149812734,61,116,101,15,4.254807692,0.133182844,36,55,-19,3115,3249,-134,5964,4818,1146,3521,3903,-382
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,8,Red,Middle,Maple,Flash Wolves,Aurelion Sol,Ezreal,Syndra,Trundle,41.6,1,7,1,5,15,4,,,,,0,0,6.958533333,0.168269231,0.024038462,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,24351,585.3605769,0.386284681,0.245708458,25,0.600961538,0.142857143,10,0.240384615,4,4,,,17971,303.4605769,16100,0.141313383,352,18,14,4,8.894230769,0.274266366,84,82,2,3428,3178,250,5449,4912,537,4525,4341,184
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,9,Red,ADC,NL,Flash Wolves,Caitlyn,Ezreal,Syndra,Trundle,41.6,1,2,2,4,15,4,,,,,0,0,6.958533333,0.048076923,0,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,17256,414.8076923,0.273735307,0.254097295,16,0.384615385,0.091428571,13,0.3125,2,3,,,18402,313.8211538,17075,0.098310292,394,30,25,5,10.19230769,0.329571106,82,92,-10,3124,3338,-214,4995,4818,177,3089,3158,-69
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,10,Red,Support,SwordArT,Flash Wolves,Alistar,Ezreal,Syndra,Trundle,41.6,1,0,0,6,15,4,,,,,0,0,6.958533333,0,0.024038462,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,2277,54.73557692,0.036120497,0.102942516,66,1.586538462,0.377142857,16,0.384615385,12,14,,,10636,127.1384615,9550,0.081743869,44,0,0,0,1.057692308,0.032731377,8,0,8,1861,1979,-118,2953,3163,-210,2667,2687,-20
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,100,Blue,Team,Team,SK Telecom T1,,Vladimir,Gnar,Nidalee,41.6,0,3,15,9,3,15,,,,,0,1,6.958533333,0.072115385,0.360576923,0.432692308,1,20.95456667,2,2,,,0,14.22713333,1,3,8,0,28.53851667,0,2,74655,1794.591346,,,150,3.605769231,1,80,1.923076923,29,31,0.642857143,0.383458647,68489,1003.697115,65820,-0.074312463,1251,176,158,18,34.30288462,,320,282,38,15042,14455,587,22860,24276,-1416,19053,18411,642
1001900417,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900417?gameHash=d4eab2e04db4d2e0&tab=overview,WC,2016-W,2/10/2016 22:39,1,4,6.18,200,Red,Team,Team,Flash Wolves,,Ezreal,Syndra,Trundle,41.6,1,15,4,27,15,4,,,,,1,0,6.958533333,0.360576923,0.072115385,0.432692308,0,20.95456667,2,2,,,1,14.22713333,0,8,3,1,28.53851667,2,0,63039,1515.360577,,,175,4.206730769,1,71,1.706730769,35,39,0.843137255,0.282828283,78113,1235.043269,70900,0.074312463,1155,170,143,27,31.85096154,,282,320,-38,14455,15042,-587,24276,22860,1416,18411,19053,-642
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,1,Blue,Top,Impact,Cloud9,Rumble,Varus,Elise,Nidalee,38.61666667,1,4,4,5,13,6,,,,,0,0,5.079516667,0.103582218,0.051791109,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,33101,857.1687527,0.240939563,0.20701234,19,0.492015537,0.147286822,5,0.129477773,3,4,,,14222,239.2780319,13400,0.066705225,272,9,6,3,7.276650842,0.227338129,86,53,33,3339,2555,784,5495,4627,868,4867,3594,1273
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,2,Blue,Jungle,Meteos,Cloud9,Olaf,Varus,Elise,Nidalee,38.61666667,1,2,0,6,13,6,,,,,1,0,5.079516667,0.051791109,0,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,21971,568.95123,0.159925173,0.199551927,30,0.776866638,0.23255814,23,0.595597756,5,6,,,13889,230.6548123,12535,0.11026936,48,122,87,35,4.402244281,0.135251799,46,42,4,3429,2889,540,5538,4520,1018,3532,3382,150
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,3,Blue,Middle,Jensen,Cloud9,Syndra,Varus,Elise,Nidalee,38.61666667,1,2,0,5,13,6,,,,,0,0,5.079516667,0.051791109,0,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,37758,977.7643505,0.274837498,0.253007017,14,0.362537764,0.108527132,7,0.181268882,5,6,,,16275,292.4416055,14500,0.230769231,379,26,8,18,10.48769961,0.343884892,104,79,25,3598,3079,519,5619,4737,882,4859,4249,610
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,4,Blue,ADC,Sneaky,Cloud9,Ezreal,Varus,Elise,Nidalee,38.61666667,1,5,0,5,13,6,,,,,0,0,5.079516667,0.129477773,0.077686664,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,39797,1030.565386,0.289679218,0.237682926,13,0.33664221,0.100775194,17,0.440224428,3,3,,,15591,274.7290462,14108,0.110949014,296,16,15,1,8.079413034,0.271942446,80,79,1,3162,3144,18,5393,4894,499,3733,3304,429
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,5,Blue,Support,Smoothie,Cloud9,Alistar,Varus,Elise,Nidalee,38.61666667,1,0,2,11,13,6,,,,,0,0,5.079516667,0,0.025895555,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,4756,123.1592577,0.034618548,0.10274579,53,1.372464394,0.410852713,15,0.388433319,10,11,,,9568,118.7601208,8175,0.024767802,25,0,0,0,0.647388865,0.021582734,8,18,-10,1988,2124,-136,3040,3040,0,2070,2665,-595
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,6,Red,Top,AmazingJ,I MAY,Ekko,Gnar,Kennen,Zac,38.61666667,0,2,4,2,6,13,,,,,0,1,5.079516667,0.051791109,0.103582218,0.492015537,0,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,13817,357.7988779,0.185854754,0.221377054,19,0.492015537,0.152,2,0.051791109,1,1,,,12465,193.7795425,12535,-0.066705225,290,4,4,0,7.613293051,0.286149163,53,86,-33,2555,3339,-784,4627,5495,-868,3594,4867,-1273
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,7,Red,Jungle,Avoidless,I MAY,Rek'Sai,Gnar,Kennen,Zac,38.61666667,0,0,4,2,6,13,,,,,0,0,5.079516667,0,0.051791109,0.492015537,1,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,9031,233.8627536,0.121477476,0.198804826,26,0.67328442,0.208,26,0.67328442,4,6,,,11702,174.0212344,11225,-0.11026936,49,107,96,11,4.039706517,0.136986301,42,46,-4,2889,3429,-540,4520,5538,-1018,3382,3532,-150
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,8,Red,Middle,Athena,I MAY,Vladimir,Gnar,Kennen,Zac,38.61666667,0,0,1,3,6,13,,,,,0,0,5.079516667,0,0.051791109,0.492015537,0,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,17500,453.1722054,0.235395397,0.212975333,17,0.440224428,0.136,3,0.077686664,4,4,,,12181,186.425205,11500,-0.230769231,296,6,6,0,7.820457488,0.263318113,79,104,-25,3079,3598,-519,4737,5619,-882,4249,4859,-610
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,9,Red,ADC,jinjiao,I MAY,Jhin,Gnar,Kennen,Zac,38.61666667,0,3,1,2,6,13,,,,,0,0,5.079516667,0.077686664,0.129477773,0.492015537,0,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,26674,690.7380233,0.35879639,0.249836403,13,0.33664221,0.104,3,0.077686664,3,3,,,13427,218.691066,12625,-0.110949014,278,25,25,0,7.846353043,0.258751903,79,80,-1,3144,3162,-18,4894,5393,-499,3304,3733,-429
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,10,Red,Support,road,I MAY,Tahm Kench,Gnar,Kennen,Zac,38.61666667,0,1,3,2,6,13,,,,,0,0,5.079516667,0.025895555,0,0.492015537,0,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,7321,189.5813552,0.098475983,0.117006384,50,1.29477773,0.4,17,0.440224428,11,13,,,8937,102.4200259,7975,-0.024767802,58,1,1,0,1.527837721,0.054794521,18,8,10,2124,1988,136,3040,3040,0,2665,2070,595
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,100,Blue,Team,Team,Cloud9,,Varus,Elise,Nidalee,38.61666667,1,13,6,32,13,6,,,,,1,0,5.079516667,0.33664221,0.155373328,0.492015537,0,8.69295,4,1,,,1,12.56343333,1,9,2,1,35.0172,1,0,137383,3557.608977,,,129,3.340526543,1,67,1.735002158,26,30,0.857142857,0.350515464,69545,1155.863617,62718,0.115670698,1020,173,116,57,30.89339663,,324,271,53,15516,13791,1725,25085,21818,3267,19061,17194,1867
1001900419,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900419?gameHash=8643912ebd1bcaad&tab=overview,WC,2016-W,2/10/2016 23:26,1,4,6.18,200,Red,Team,Team,I MAY,,Gnar,Kennen,Zac,38.61666667,0,6,13,11,6,13,,,,,0,1,5.079516667,0.155373328,0.33664221,0.492015537,1,8.69295,1,4,,,0,12.56343333,0,2,9,0,35.0172,0,1,74343,1925.153215,,,125,3.236944325,1,51,1.320673284,23,27,0.638888889,0.301075269,58712,875.3370738,55860,-0.115670698,971,143,132,11,28.84764782,,271,324,-53,13791,15516,-1725,21818,25085,-3267,17194,19061,-1867
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,1,Blue,Top,Expect,G2 Esports,Poppy,Aurelion Sol,Ezreal,Kennen,35.4,0,2,2,3,5,10,,,,,1,0,2.898233333,0.056497175,0.056497175,0.423728814,0,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,9297,262.6271186,0.15989337,0.212277413,15,0.423728814,0.12,1,0.028248588,1,2,,,11767,202.7920904,11670,-0.136154921,258,6,5,1,7.457627119,0.217607973,73,92,-19,3390,3339,51,5277,5060,217,4012,5243,-1231
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,2,Blue,Jungle,Trick,G2 Esports,Nidalee,Aurelion Sol,Ezreal,Kennen,35.4,0,0,2,5,5,10,,,,,0,0,2.898233333,0,0.11299435,0.423728814,1,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,13713,387.3728814,0.235841431,0.203672579,28,0.790960452,0.224,20,0.564971751,4,4,,,11476,194.5717514,11375,-0.063829787,44,112,106,6,4.406779661,0.157807309,41,48,-7,3141,3469,-328,4563,5036,-473,4231,3911,320
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,3,Blue,Middle,Perkz,G2 Esports,Cassiopeia,Aurelion Sol,Ezreal,Kennen,35.4,0,2,1,0,5,10,,,,,0,0,2.898233333,0.056497175,0.084745763,0.423728814,0,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,12603,356.0169492,0.216751225,0.214436014,12,0.338983051,0.096,4,0.11299435,2,2,,,11840,204.8542373,10650,-0.24691358,267,19,19,0,8.079096045,0.217607973,91,75,16,3606,3460,146,5586,5386,200,4465,4422,43
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,4,Blue,ADC,Zven,G2 Esports,Sivir,Aurelion Sol,Ezreal,Kennen,35.4,0,1,2,2,5,10,,,,,0,0,2.898233333,0.028248588,0.028248588,0.423728814,0,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,18006,508.6440678,0.309674091,0.278070388,13,0.367231638,0.104,14,0.395480226,2,3,,,13992,265.6451977,13375,-0.005591799,369,7,6,1,10.62146893,0.375415282,92,94,-2,3369,3381,-12,5257,5228,29,3212,3179,33
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,5,Blue,Support,mithy,G2 Esports,Braum,Aurelion Sol,Ezreal,Kennen,35.4,0,0,3,2,5,10,,,,,0,0,2.898233333,0,0,0.423728814,0,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,4526,127.8531073,0.077839883,0.091543607,57,1.610169492,0.456,11,0.310734463,13,15,,,7684,87.45310734,7575,-0.054574639,35,0,0,0,0.988700565,0.031561462,13,11,2,2039,1931,108,2921,2910,11,2550,2646,-96
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,6,Red,Top,Smeb,ROX Tigers,Rumble,Karma,Olaf,Syndra,35.4,1,2,1,3,10,5,,,,,0,1,2.898233333,0.056497175,0.056497175,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,26536,749.6045198,0.314225154,0.222999054,20,0.564971751,0.138888889,3,0.084745763,3,3,,,14162,270.4474576,13375,0.136154921,287,16,13,3,8.559322034,0.286212914,92,73,19,3339,3390,-51,5060,5277,-217,5243,4012,1231
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,7,Red,Jungle,Peanut,ROX Tigers,Lee Sin,Karma,Olaf,Syndra,35.4,1,4,0,4,10,5,,,,,0,0,2.898233333,0.11299435,0,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,7798,220.2824859,0.092339755,0.205389894,30,0.847457627,0.208333333,15,0.423728814,4,4,,,13406,249.0915254,12125,0.063829787,35,114,90,24,4.209039548,0.130890052,48,41,7,3469,3141,328,5036,4563,473,3911,4231,-320
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,8,Red,Middle,Kuro,ROX Tigers,Viktor,Karma,Olaf,Syndra,35.4,1,3,1,4,10,5,,,,,0,0,2.898233333,0.084745763,0.056497175,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,19803,559.4067797,0.23449656,0.235972999,19,0.536723164,0.131944444,9,0.254237288,5,6,,,14719,286.1819209,13650,0.24691358,270,21,18,3,8.220338983,0.272251309,75,91,-16,3460,3606,-146,5386,5586,-200,4422,4465,-43
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,9,Red,ADC,PraY,ROX Tigers,Caitlyn,Karma,Olaf,Syndra,35.4,1,1,1,6,10,5,,,,,0,0,2.898233333,0.028248588,0.028248588,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,25827,729.5762712,0.305829554,0.230266327,14,0.395480226,0.097222222,12,0.338983051,2,2,,,14474,279.2610169,13450,0.005591799,304,14,11,3,8.983050847,0.289703316,94,92,2,3381,3369,12,5228,5257,-29,3179,3212,-33
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,10,Red,Support,GorillA,ROX Tigers,Alistar,Karma,Olaf,Syndra,35.4,1,0,2,8,10,5,,,,,0,0,2.898233333,0,0,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,4485,126.6949153,0.053108977,0.105371726,61,1.723163842,0.423611111,9,0.254237288,14,14,,,9112,127.7920904,8000,0.054574639,31,0,0,0,0.875706215,0.020942408,11,13,-2,1931,2039,-108,2910,2921,-11,2646,2550,96
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,100,Blue,Team,Team,G2 Esports,,Aurelion Sol,Ezreal,Kennen,35.4,0,5,10,12,5,10,,,,,1,0,2.898233333,0.141242938,0.282485876,0.423728814,1,13.2887,2,2,,,0,16.46603333,0,3,11,0,29.35893333,0,1,58145,1642.514124,,,125,3.531073446,1,50,1.412429379,22,26,0.512195122,0.281553398,56759,955.3163842,54645,-0.103345048,973,144,136,8,31.55367232,,310,320,-10,15545,15580,-35,23604,23620,-16,18470,19401,-931
1001900544,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900544?gameHash=f8cb068b30d28aa8,WC,2016-W,6/10/2016 17:55,2,1,6.18,200,Red,Team,Team,ROX Tigers,,Karma,Olaf,Syndra,35.4,1,10,5,25,10,5,,,,,0,1,2.898233333,0.282485876,0.141242938,0.423728814,0,13.2887,2,2,,,1,16.46603333,1,11,3,1,29.35893333,1,0,84449,2385.564972,,,144,4.06779661,1,48,1.355932203,28,29,0.677419355,0.287234043,65873,1212.774011,60600,0.103345048,927,165,132,33,30.84745763,,320,310,10,15580,15545,35,23620,23604,16,19401,18470,931
1001900560,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001900560?gameHash=8dfa2b811d39dc09&tab=overview,WC,2016-W,6/10/2016 18:58,2,2,6.18,1,Blue,Top,Smurf,Albus NoX Luna,Poppy,Caitlyn,Olaf,Aurelion Sol,30.03333333,1,1,0,4,12,3,,,,,0,0,8.766566667,0.033296337,0.066592675,0.499445061,0,15.40888333,3,0,1,,1,17.10348333,1,11,0,1,25.05423333,1,0,10263,341.7203108,0.15437029,0.215039991,16,0.532741398,0.163265306,3,0.099889012,2,2,,,12836,296.4945616,11700,0.16416185,273,0,0,0,9.089900111,0.271186441,80,80,0,3120,3109,11,4797,4894,-97,4530,4285,245
