gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1002360213,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360213?gameHash=70d8867234c9bc6d&tab=overview,WC,2017-W,43001.00184,1.1,1,7.18,100,Blue,Team,Team,Team WE, ,Rek'Sai,Alistar,Tristana,Karma,Shen,47.16666667,1,11,15,33,11,15, , , , ,0,0,1,9.984616667,0.233215548,0.318021201,0.551236749,1,9.857433333,3,2,2,2,1,1,0,0,1,0,1,15.25565,1,13.24485,1,1,10,4,1,30.36418333,2,0,105176,2229.879859, , ,160,3.392226148,1,93,1.971731449,40,46,0.741935484,0.419642857,88827,1244.204947,77508,0.044486063,1139,201,129,20,28.40989399,15120,14976,144,23978,23297,681,19100,18934,166,305,301,4,487,494,-7
1002360213,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360213?gameHash=70d8867234c9bc6d&tab=overview,WC,2017-W,43001.00184,1.1,1,7.18,200,Red,Team,Team,Lyon Gaming, ,Kalista,Sejuani,Jarvan IV,LeBlanc,Galio,47.16666667,0,15,11,54,15,11, , , , ,1,1,0,9.984616667,0.318021201,0.233215548,0.551236749,0,9.857433333,2,3,2,2,1,0,0,1,0,1,0,15.25565,0,13.24485,0,0,4,10,0,30.36418333,0,2,115179,2441.957597, , ,174,3.689045936,1,61,1.293286219,51,54,0.571428571,0.297297297,76419,981.1378092,74135,-0.044486063,1165,207,133,5,29.08833922,14976,15120,-144,23297,23978,-681,18934,19100,-166,301,305,-4,494,487,7
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,1,Blue,Top,Impact,Cloud9,Galio,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,2,0,6,13,3,0,0,0,0,0,1,0,11.91766667,0.066115702,0.033057851,0.52892562,0,11.57375,3,0,1,0,0,1,0,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,9492,313.785124,0.185477568,0.182723095,13,0.429752066,0.134020619,3,0.099173554,1,3, , ,11194,239.2132231,10625,0.130325815,208,1,0,0,6.909090909,3000,3187,-187,4852,4534,318,4534,4695,-161,74,86,-12,121,123,-2
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,2,Blue,Jungle,Contractz,Cloud9,Rek'Sai,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,2,2,5,13,3,0,0,0,0,0,0,0,11.91766667,0.066115702,0.033057851,0.52892562,1,11.57375,3,0,1,0,0,0,1,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,8130,268.7603306,0.15886353,0.18181405,23,0.760330579,0.237113402,8,0.26446281,6,7, , ,11158,238.0231405,9800,0.227272727,18,141,76,14,5.256198347,3079,2795,284,5007,4410,597,3586,3229,357,50,39,11,80,68,12
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,3,Blue,Middle,Jensen,Cloud9,LeBlanc,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,5,1,7,13,3,0,0,0,0,1,0,0,11.91766667,0.165289256,0,0.52892562,0,11.57375,3,0,0,0,0,0,0,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,19550,646.2809917,0.382015007,0.240093935,9,0.297520661,0.092783505,9,0.297520661,1,1, , ,13466,314.3206612,11475,0.255528256,248,3,3,0,8.297520661,3183,2408,775,5215,4134,1081,4483,3561,922,83,44,39,128,82,46
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,4,Blue,ADC,Sneaky,Cloud9,Xayah,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,3,0,5,13,3,0,0,0,0,0,0,0,11.91766667,0.099173554,0.033057851,0.52892562,0,11.57375,3,0,1,0,0,0,1,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,11668,385.7190083,0.227997499,0.252088278,13,0.429752066,0.134020619,12,0.396694215,4,4, , ,13941,330.0231405,11425,0.074914869,282,13,7,2,9.752066116,3214,3122,92,4954,4977,-23,3190,2904,286,86,75,11,140,132,8
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,5,Blue,Support,Smoothie,Cloud9,Rakan,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,1,0,10,13,3,0,0,0,0,0,0,0,11.91766667,0.033057851,0,0.52892562,0,11.57375,3,0,0,0,0,0,0,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,2336,77.2231405,0.045646397,0.143280642,39,1.289256198,0.402061856,12,0.396694215,10,10, , ,9632,187.5768595,8300,0.065318818,13,0,0,0,0.429752066,1997,2728,-731,3134,4120,-986,2452,2669,-217,1,13,-12,3,23,-20
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,6,Red,Top,VVvert,Team oNe Esports,Gnar,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,1,3,0,3,13,0,0,0,0,0,0,0,11.91766667,0.033057851,0.066115702,0.52892562,0,11.57375,0,3,0,1,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,9711,321.0247934,0.290444145,0.215240223,14,0.462809917,0.12962963,4,0.132231405,3,3, , ,9737,191.0479339,9325,-0.130325815,257,1,1,0,8.52892562,3187,3000,187,4534,4852,-318,4695,4534,161,86,74,12,123,121,2
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,7,Red,Jungle,4LaN,Team oNe Esports,Nidalee,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,1,2,1,3,13,0,0,0,0,0,0,0,11.91766667,0.033057851,0.066115702,0.52892562,0,11.57375,0,3,0,1,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,5508,182.0826446,0.16473755,0.174160149,28,0.925619835,0.259259259,10,0.330578512,10,13, , ,8634,154.585124,7800,-0.227272727,24,109,81,3,4.396694215,2795,3079,-284,4410,5007,-597,3229,3586,-357,39,50,-11,68,80,-12
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,8,Red,Middle,Brucer,Team oNe Esports,Lucian,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,0,3,3,3,13,0,0,0,0,0,0,1,11.91766667,0,0.165289256,0.52892562,0,11.57375,0,3,0,0,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,7396,244.4958678,0.221205324,0.203098696,16,0.52892562,0.148148148,9,0.297520661,5,5, , ,9411,180.2710744,8875,-0.255528256,199,19,8,0,7.20661157,2408,3183,-775,4134,5215,-1081,3561,4483,-922,44,83,-39,82,128,-46
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,9,Red,ADC,Absolut,Team oNe Esports,Kog'Maw,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,1,3,0,3,13,0,0,0,0,0,0,0,11.91766667,0.033057851,0.099173554,0.52892562,0,11.57375,0,3,0,1,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,9021,298.214876,0.269807088,0.24756797,12,0.396694215,0.111111111,5,0.165289256,3,4, , ,10605,219.7421488,10600,-0.074914869,274,5,5,0,9.223140496,3122,3214,-92,4977,4954,23,2904,3190,-286,75,86,-11,132,140,-8
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,10,Red,Support,RedBert,Team oNe Esports,Morgana,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,0,2,1,3,13,0,0,0,0,0,0,0,11.91766667,0,0.033057851,0.52892562,0,11.57375,0,3,0,0,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,1799,59.47107438,0.053805892,0.159932961,38,1.256198347,0.351851852,3,0.099173554,10,13, , ,8252,141.9570248,7775,-0.065318818,37,0,0,0,1.223140496,2728,1997,731,4120,3134,986,2669,2452,217,13,1,12,23,3,20
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,100,Blue,Team,Team,Cloud9, ,Tristana,Sejuani,Kalista,Trundle,Dr. Mundo,30.25,1,13,3,33,13,3, , , , ,1,1,0,11.91766667,0.429752066,0.099173554,0.52892562,1,11.57375,3,0,3,0,0,1,2,0,0,0,,,1,15.2525,1,1,10,0,1,26.84748333,1,0,51176,1691.768595, , ,97,3.20661157,1,44,1.454545455,22,25,0.722222222,0.25,59391,1309.157025,51625,0.151041667,769,158,86,16,30.6446281,14473,14240,233,23162,22175,987,18245,17058,1187,294,257,37,472,428,44
1002360222,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360222?gameHash=23ef49968b8fd580&tab=overview,WC,2017-W,43001.06067,1.1,2,7.18,200,Red,Team,Team,Team oNe Esports, ,Elise,Thresh,Syndra,Orianna,Jarvan IV,30.25,0,3,13,5,3,13, , , , ,0,0,1,11.91766667,0.099173554,0.429752066,0.52892562,0,11.57375,0,3,0,3,0,0,0,0,0,0,,,0,15.2525,0,0,0,10,0,26.84748333,0,1,33435,1105.289256, , ,108,3.570247934,1,31,1.024793388,31,38,0.375,0.301369863,46639,887.6033058,44375,-0.151041667,791,134,95,3,30.5785124,14240,14473,-233,22175,23162,-987,17058,18245,-1187,257,294,-37,428,472,-44
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,1,Blue,Top,PvPStejos,Gambit Esports,Camille,Lucian,Galio,Alistar,Syndra,LeBlanc,33.38333333,0,0,3,1,2,14,0,0,0,0,0,0,0,6.104566667,0,0.059910135,0.479281078,0,12.22495,0,3,0,1,0,0,0,0,0,0,0,,0,14.65406667,0,0,1,10,0,29.6128,0,1,8555,256.2656016,0.219680045,0.223761141,15,0.449326011,0.119047619,2,0.059910135,1,1, , ,10728,191.3134299,10308,-0.214369235,267,22,5,0,8.657014478,3075,3048,27,4335,4639,-304,4365,4669,-304,78,76,2,104,105,-1
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,2,Blue,Jungle,Diamondprox,Gambit Esports,Gragas,Lucian,Galio,Alistar,Syndra,LeBlanc,33.38333333,0,1,3,1,2,14,0,0,0,0,0,0,0,6.104566667,0.029955067,0.059910135,0.479281078,0,12.22495,0,3,0,2,0,0,0,0,0,0,0,,0,14.65406667,0,0,1,10,0,29.6128,0,1,6442,192.9705442,0.165421257,0.193490386,37,1.108337494,0.293650794,7,0.209685472,10,10, , ,9864,165.4322516,9900,-0.058823529,18,142,102,4,4.792810784,2891,3207,-316,4318,4622,-304,3180,3081,99,44,44,0,77,68,9
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,3,Blue,Middle,Kira,Gambit Esports,Ryze,Lucian,Galio,Alistar,Syndra,LeBlanc,33.38333333,0,0,2,2,2,14,0,0,0,0,0,0,0,6.104566667,0,0.149775337,0.479281078,0,12.22495,0,3,0,0,0,0,0,0,0,0,0,,0,14.65406667,0,0,1,10,0,29.6128,0,1,7559,226.4303545,0.194104204,0.242890577,22,0.659011483,0.174603175,14,0.419370944,9,11, , ,11274,207.6688967,11225,-0.194974874,283,9,3,2,8.74687968,3251,3432,-181,5029,5605,-576,4626,4917,-291,84,93,-9,139,147,-8
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,4,Blue,ADC,Blasting,Gambit Esports,Xayah,Lucian,Galio,Alistar,Syndra,LeBlanc,33.38333333,0,1,3,1,2,14,0,0,0,0,0,0,1,6.104566667,0.029955067,0.149775337,0.479281078,0,12.22495,0,3,0,0,0,0,0,0,0,0,0,,0,14.65406667,0,0,1,10,0,29.6128,0,1,13094,392.2316525,0.33623501,0.244327036,13,0.389415876,0.103174603,7,0.209685472,3,3, , ,11315,208.8970544,11325,-0.18981019,293,0,0,0,8.776834748,3049,2901,148,4655,5331,-676,3099,3103,-4,79,67,12,126,123,3
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,5,Blue,Support,EDward,Gambit Esports,Rakan,Lucian,Galio,Alistar,Syndra,LeBlanc,33.38333333,0,0,3,1,2,14,0,0,0,0,0,0,0,6.104566667,0,0,0.479281078,0,12.22495,0,3,0,0,0,0,0,0,0,0,0,,0,14.65406667,0,0,1,10,0,29.6128,0,1,3293,98.64203694,0.084559484,0.095530859,39,1.168247629,0.30952381,12,0.359460809,14,16, , ,7068,81.67788318,6800,-0.216393443,23,2,2,0,0.748876685,2072,2152,-80,3052,3385,-333,3069,2691,378,7,13,-6,12,21,-9
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,6,Red,Top,Jirall,Lyon Gaming,Jax,Sejuani,Cassiopeia,Kalista,Kayn,Anivia,33.38333333,1,2,1,5,14,2,0,0,0,0,0,0,0,6.104566667,0.059910135,0,0.479281078,0,12.22495,3,0,1,0,0,0,0,1,0,0,1,,1,14.65406667,1,1,10,1,1,29.6128,1,0,11532,345.4418372,0.194741375,0.214487897,16,0.479281078,0.131147541,4,0.11982027,2,2, , ,13686,279.9205192,12783,0.214369235,274,29,8,10,9.076385422,3048,3075,-27,4639,4335,304,4669,4365,304,76,78,-2,105,104,1
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,7,Red,Jungle,Oddie,Lyon Gaming,Maokai,Sejuani,Cassiopeia,Kalista,Kayn,Anivia,33.38333333,1,2,1,7,14,2,0,0,0,0,1,0,0,6.104566667,0.059910135,0.029955067,0.479281078,1,12.22495,3,0,2,0,2,0,0,0,0,0,1,,1,14.65406667,1,1,10,1,1,29.6128,1,0,8152,244.1937094,0.137663171,0.165253837,20,0.599101348,0.163934426,15,0.449326011,6,6, , ,11541,215.6668997,10500,0.058823529,34,109,77,3,4.283574638,3207,2891,316,4622,4318,304,3081,3180,-99,44,44,0,68,77,-9
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,8,Red,Middle,Seiya,Lyon Gaming,Jayce,Sejuani,Cassiopeia,Kalista,Kayn,Anivia,33.38333333,1,5,0,5,14,2,0,0,0,0,0,0,0,6.104566667,0.149775337,0,0.479281078,0,12.22495,3,0,0,0,0,0,0,0,0,0,1,,1,14.65406667,1,1,10,1,1,29.6128,1,0,15234,456.3354968,0.257257207,0.241526462,25,0.748876685,0.204918033,11,0.329505741,11,13, , ,14864,315.2075886,13650,0.194974874,302,12,6,1,9.405891163,3432,3251,181,5605,5029,576,4917,4626,291,93,84,9,147,139,8
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,9,Red,ADC,WhiteLotus,Lyon Gaming,Tristana,Sejuani,Cassiopeia,Kalista,Kayn,Anivia,33.38333333,1,5,0,5,14,2,1,0,0,0,0,1,0,6.104566667,0.149775337,0.029955067,0.479281078,0,12.22495,3,0,0,0,0,0,0,0,0,0,1,,1,14.65406667,1,1,10,1,1,29.6128,1,0,19289,577.8032951,0.325734164,0.257432851,14,0.419370944,0.114754098,12,0.359460809,4,4, , ,15557,335.9664503,13700,0.18981019,311,9,9,0,9.585621568,2901,3049,-148,5331,4655,676,3103,3099,4,67,79,-12,123,126,-3
1002360229,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360229?gameHash=381d6033a496606e&tab=overview,WC,2017-W,43001.10113,1.1,3,7.18,10,Red,Support,Genthix,Lyon Gaming,Braum,Sejuani,Cassiopeia,Kalista,Kayn,Anivia,33.38333333,1,0,0,12,14,2,0,0,0,0,0,1,0,6.104566667,0,0,0.479281078,0,12.22495,3,0,0,0,0,0,0,0,0,0,1,,1,14.65406667,1,1,10,1,1,29.6128,1,0,5010,150.0748877,0.084604083,0.121298953,47,1.407888168,0.385245902,15,0.449326011,11,14, , ,9626,158.3029456,8450,0.216393443,51,2,1,0,1.587618572,2152,2072,80,3385,3052,333,2691,3069,-378,13,7,6,21,12,9
